policy_id,vehicle_usage_type,cylinder,gross_weight,gear_box,fuel,torque,car_color,features,airbags,policy_age_months,population_density,transmission_type,manufacturer,rear_brakes,engine_type,height,car_age,policyholder_age,garage_type,region,width,annual_mileage_km,steering_type,driver_occupation,length,car_model,power,displacement,turning_radius,car_segment,safety_rating,claim
P5006,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,102,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,8 months,23,On Street,C8,1790,20000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P5007,Personal,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,47,27003,Manual,1,Drum,F8D Petrol Engine,1475,0 months,46,Driveway,C2,1515,5000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P5008,Rental,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,45,34738,Manual,1,Drum,F8D Petrol Engine,1475,4 months,26,Covered,C5,1515,15000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P5009,Rental,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,15,73430,Manual,1,Drum,F8D Petrol Engine,1475,3 years and 6 months,28,On Street,C10,1515,20000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P5010,Rental,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,61,4076,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,37,On Street,C3,1515,20000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,3,0
P5011,Personal,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,6,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 6 months,29,On Street,C2,1790,5000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P5012,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Black,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,6,5410,Manual,1,Drum,K10C,1675,4 years and 2 months,27,Covered,C13,1620,25000,Power,Student,3655,M8,55.92bhp@5300rpm,998,4.7,B1,28,0
P5013,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,90,6112,Manual,1,Drum,K Series Dual jet,1530,4 years and 10 months,26,Covered,C7,1735,15000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P5014,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,73,27003,Manual,1,Drum,K Series Dual jet,1530,4 years and 2 months,33,Enclosed Parking,C2,1735,25000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P5015,Rental,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,24,65567,Automatic,1,Drum,1.2 L K12N Dualjet,1515,2 years and 5 months,42,Covered,C17,1735,15000,Electric,Self-Employed,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,20,0
P5016,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,83,27003,Manual,1,Drum,K Series Dual jet,1530,3 years and 1 months,23,Driveway,C2,1735,10000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,24,0
P5017,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,78,6112,Manual,1,Drum,F8D Petrol Engine,1475,4 months,26,Enclosed Parking,C7,1515,20000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P5018,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,62,34738,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,50,On Street,C5,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P5019,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,94,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 10 months,38,On Street,C8,1735,10000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P5020,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,47,7788,Manual,1,Drum,K Series Dual jet,1530,0 months,30,Driveway,C14,1735,5000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P5021,Commercial,4,1410,5,Petrol,113Nm@4400rpm,White,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,60,16206,Automatic,1,Drum,1.2 L K Series Engine,1500,3 years and 1 months,25,Driveway,C16,1745,5000,Electric,Unemployed,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,5,0
P5022,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,5,27003,Manual,1,Drum,K Series Dual jet,1530,0 months,40,Driveway,C2,1735,25000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,29,0
P5023,Commercial,4,1051,5,Diesel,200Nm@1750rpm,Gray,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,85,8794,Manual,5,Drum,i-DTEC,1501,1 years and 4 months,42,On Street,C8,1695,5000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,46,0
P5024,Personal,3,1155,5,Petrol,91Nm@4250rpm,Unknown,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,15,4076,Automatic,2,Drum,1.0 SCe,1490,0 months,33,Covered,C3,1579,5000,Electric,Self-Employed,3731,M3,67.06bhp@5500rpm,999,5.0,A,23,1
P5025,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,7,290,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 9 months,36,Enclosed Parking,C15,1790,15000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
P5026,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,1,7788,Manual,1,Drum,K Series Dual jet,1530,0 months,47,On Street,C14,1735,10000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P5027,Rental,4,1410,5,Petrol,113Nm@4400rpm,Other,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,7,73430,Automatic,1,Drum,1.2 L K Series Engine,1500,2 years and 5 months,41,Enclosed Parking,C10,1745,15000,Electric,Professional,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,1,0
P5028,Commercial,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,76,21622,Manual,1,Drum,F8D Petrol Engine,1475,4 months,27,On Street,C4,1515,5000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P5029,Work and Personal,3,1340,5,CNG,82.1Nm@3400rpm,Red,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,91,27003,Manual,1,Drum,K10C,1675,1 years and 0 months,40,Driveway,C2,1620,25000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,29,0
P5030,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,3,4076,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,34,Enclosed Parking,C3,1790,20000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,30,0
P5031,Personal,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,41,65567,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,42,On Street,C17,1515,25000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P5032,Rental,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,6,27003,Manual,1,Drum,F8D Petrol Engine,1475,0 months,58,Driveway,C2,1515,25000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P5033,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,49,5410,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 1 months,37,On Street,C13,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P5034,Work and Personal,4,1051,5,Diesel,200Nm@1750rpm,Black,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,26,7788,Manual,5,Drum,i-DTEC,1501,2 years and 5 months,41,On Street,C14,1695,15000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,42,0
P5035,Commercial,4,1510,5,CNG,85Nm@3000rpm,Blue,"['parking_sensors', 'speed_alert']",1,29,8794,Manual,1,Drum,G12B,1825,3 years and 1 months,23,Covered,C8,1475,10000,Manual,Retired,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,2,0
P5036,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,103,5410,Automatic,3,Disc,1.5 L U2 CRDi,1635,6 years and 7 months,33,Driveway,C13,1790,15000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,30,0
P5037,Commercial,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,16,34738,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 9 months,40,Enclosed Parking,C5,1515,15000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P5038,Work and Personal,3,1340,5,CNG,82.1Nm@3400rpm,Unknown,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,44,34738,Manual,1,Drum,K10C,1675,5 years and 3 months,43,Enclosed Parking,C5,1620,20000,Power,Unemployed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,25,0
P5039,Personal,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,98,13051,Automatic,3,Disc,1.5 L U2 CRDi,1635,6 years and 3 months,66,Covered,C6,1790,15000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P5040,Rental,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,74,35036,Manual,1,Drum,F8D Petrol Engine,1475,4 months,40,Driveway,C18,1515,10000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P5041,Rental,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,85,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,26,Enclosed Parking,C8,1790,10000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P5042,Rental,4,1720,6,Diesel,250Nm@2750rpm,Other,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,84,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 2 months,44,Covered,C8,1790,10000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P5043,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,94,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,37,On Street,C8,1790,25000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P5044,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,19,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,43,Driveway,C8,1790,10000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P5045,Commercial,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,37,73430,Manual,1,Drum,F8D Petrol Engine,1475,0 months,32,Enclosed Parking,C10,1515,25000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,5,0
P5046,Rental,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,6,34738,Manual,1,Drum,F8D Petrol Engine,1475,3 years and 10 months,31,Covered,C5,1515,5000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P5047,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,45,8794,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,28,Covered,C8,1735,25000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P5048,Personal,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,94,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 10 months,36,Covered,C8,1790,5000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,37,0
P5049,Personal,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,101,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 6 months,36,Enclosed Parking,C5,1790,25000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P5050,Commercial,3,1185,5,CNG,60Nm@3500rpm,Red,"['parking_sensors', 'power_steering', 'speed_alert']",2,54,4076,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,25,Enclosed Parking,C3,1515,15000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P5051,Rental,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,34,8794,Manual,1,Drum,K Series Dual jet,1530,5 years and 11 months,26,On Street,C8,1735,5000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,26,0
P5052,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,49,4990,Automatic,3,Disc,1.5 L U2 CRDi,1635,8 months,55,Driveway,C1,1790,20000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,37,0
P5053,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,0,5410,Manual,1,Drum,F8D Petrol Engine,1475,8 months,47,Covered,C13,1515,10000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
P5054,Personal,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,49,4076,Manual,1,Drum,F8D Petrol Engine,1475,4 months,32,Covered,C3,1515,15000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P5055,Rental,4,1335,5,Petrol,113Nm@4400rpm,Black,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,8,21622,Automatic,1,Drum,1.2 L K12N Dualjet,1515,0 months,40,Enclosed Parking,C4,1735,10000,Electric,Retired,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,25,0
P5056,Personal,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,92,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 2 months,40,Driveway,C14,1790,25000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
P5057,Commercial,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,48,17804,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 11 months,23,Enclosed Parking,C9,1790,20000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,38,0
P5058,Rental,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,55,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 2 months,23,Driveway,C2,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,31,0
P5059,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,22,6112,Automatic,1,Drum,1.2 L K12N Dualjet,1515,4 years and 10 months,33,Covered,C7,1735,5000,Electric,Student,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,28,0
P5060,Work and Personal,4,1510,5,CNG,85Nm@3000rpm,White,"['parking_sensors', 'speed_alert']",1,32,7788,Manual,1,Drum,G12B,1825,4 years and 6 months,46,On Street,C14,1475,20000,Manual,Unemployed,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,9,0
P5061,Rental,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,90,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,35,On Street,C8,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,38,0
P5062,Ride-sharing,4,1051,5,Diesel,200Nm@1750rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,92,4990,Manual,5,Drum,i-DTEC,1501,2 years and 1 months,46,Covered,C1,1695,10000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,48,0
